,text,rating,category,product_name,product_id,sold,shop_id,product_url
463,mantap..........................,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
464,"Alus uyy geus nepi deui, nuhun... Mudah2an awet",5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
465,"Sipppppp
Thank&#39;s",5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
466,Pengiriman tepat waktu terima kasih tambah sukses,4,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
467,Respon cepat...barang sesuai di gambar..4 jam udah sampe....makasih gan...,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
468,Barang bagis sesuai diskripsi,4,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
469,"Mantap, sesuai yg di iklankan",5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
470,Ksiiiiiiiiiiiiiiiiiiiiiioiiiiiooooiiiiiiiiiip,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
471,mantap... fast respon... harga bersahabat.........,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
472,"terimakasih..
barang sudah sampai..",5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
473,"Barang kurang bagus, kadang staples ga keluar, agak kurang bagus",3,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
474,mantap ... sesuai pesanan dan semoga awet,4,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
475,Staples nya o. K gan,4,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
476,"Fast respon... material bagus, smoga awet... Tq Gan.",5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
477,terimakasih barang sudah sampai sesuai dengan pesanan dengan layanan dan respon yang cepat....,5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
478,Barangbsudah sampai yujuan cepat parking bagus,4,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
479,ooooooooooooooookkkkkkkk............,4,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
480,"bagus, sesuai dengan pesanan dan berfungsi dengan baik.",5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
481,Tooooooooooooooooooop bgt,4,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
482,Terimakasih barang sdh sy terima sesuai pesanan..,4,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
483,"Packing ok, respon cepat and barang sesuai deskripsi. Recsel..",5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
484,"hari ini sy ke ltc Lindeteves, memang lbh baik online,dpt bebasongkir, sangat efisien belanja.
recommended seller",4,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
485,"Sudah diterima sesuai deskripsi, barang bagus",5,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
486,Udh 3 x lbh beli disini.Ga pernah kecewa bli disini..fast respon..pengiriman sangat cepet dan rapi..lanjutkan..recomended bgt,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
487,"Terima kasih, barang sudah sampai gannn",4,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
488,"Barang bagus, cepat sampai, recommended!",5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
489,Sangat puas Belanja di toko ini,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
490,Barang sampai dengan selamat.,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
491,"barang sesuai, respon cepat... jempol dehhh...",4,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
492,Selalu puas dengan pelayanan toko ini dan tokopedia. Top seller,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
493,"Respon cepat,paket cepat sampai",5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
494,Barang sdh sampai...fast respons 👍🏻,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
495,Recomended seller...bossss,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
496,Barang nya okey.... pengiriman juga cepat....mantapppp....makasih yah...,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
497,"barang sudah sampai, terima kasih",5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
498,Pas... cocok... sesuai dengan gambar dan deskripsi,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
499,Barang sesuai pesanan.mksh,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
500,Belanja kedua kalinya. Selalu memuaskan. Respon cepat. Recommended seller 👍,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
501,Stlh trf lsg dikirim oleh wahana. Pake wahana ke serang cuma sehari sudah sampai.. recommended,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
502,Packing rapi sellernya juga  ramah produk juga bagus👍👍👍makasih gan,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
503,Cpt bgt pake wahana sampe kurang dr 24jam ke serang.. goodd!!!,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
504,"Produk sesuai dengan etalase gambar, pengiriman cepat, respon baik. Pokok nya ok lah. 
Sukses selalu dan tingkatkan terus pelayanan",5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
506,"Baru nyoba merek ini ternyata bagus.
Sukses jualannya",5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
507,Tiba lebih cepat ........,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
508,Mantap gan.. sesuai pesanan dan perkiraan... Mantap tap dah.. thanks gan,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
509,Sesuai pesanan.............,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
510,"Thxs gan, barangnya sdh sampai dgn baik.",4,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
511,OK PAS MANTAP.........,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
512,thanks ya boss semoga bermanfaat,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
513,joooooooooooooooooooooooosss,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
514,barang sudah sampai... thanks for seller,5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
515,"barang udah nyampk tadi sore, baru konfirmasi baru pulang kerja",5,pertukangan,"Isi Staples / Gun Tacker 13/8 Ukuran 8 mm Harga Murah, Kualitas Bagus",220942125,642,2388818,https://www.tokopedia.com/fbos/isi-staples-gun-tacker-13-8-ukuran-8-mm-harga-murah-kualitas-bagus
516,"oke uda kami terimah
barang bagus. tidak ada masalah. mantaaap.",5,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
517,Good quality ... suwun y sukses slalu,5,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
518,"Respon tercepat dari semua toko yg pernah saya order, mantap",5,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
519,"Barang sesuai deskrepsi, bagus",4,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
520,"Produk sesuai foto, uji coba hasil memuaskan",5,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
521,Siiiiiiiiiippppppppppp,4,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
522,Sudah diterima dan sesuai pesanan,4,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
523,"Produk sesuai deskripsi, respon cepat, setelah checkout langsung dikirim. Recomended seller... 👍🏻👍🏻 *Semoga semakin sukses.",5,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
524,Barang dah sampai dengan selamat,4,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
525,barang sudah sampai.....respon seller sangat responsif,4,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
526,"Ok, brg sdh sampai packing rapi.",4,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
527,Bagus mantab....agak berat...,5,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
528,Terima kasih..............,5,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
529,Barangnya mantap bro!!,4,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
530,Respon super cepet. 3 jam 30 mnt barang sdh sampai.,5,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
531,"Barang sudah diterima dengan baik, sesuai dengan gambar dan cepat, respon penjual lewat chat cepat dibalas, packing rapi....👌🏻",5,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
532,Barang sesuai deskripsi,4,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
533,"Pengiriman lumayan cepat, tp kenapa waktu di pasang isi paku yg beli 8rb an itu kok keluarnya 2 - 2 ya... apa bisa di atur biar tipa jepret keluar Nya 1 paku sj?",4,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
534,"Barang udah mendarat, makasih",4,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
535,Barang sesuai pesanan dan bagus,5,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
536,"Barang agak telat tapi sudah saya terima cuma belum di coba ,semoga bagus barang nya..",4,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
537,Pengiriman kemarin terhambat.....,3,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
538,"packing tidak rapih, isi berantakan, semoga kualitasnya ok",4,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
539,Barang sesuai deskripsi,5,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
540,"Barang sesuai, bagus dan murah, mantapp",5,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
541,"Mantap.........,..,..........
.",5,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
542,Ok. Susuai dengan pesansan,5,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
543,Sesuai iklan. Produk kualitas baik. Paking aman. Kirimnya juga cepat.,5,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
544,"Terima kasih
Barang sudah sampai
Jumlah sesuai dengan pesanan
Packing rapih",5,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
545,Biar bintang yg berbicara,5,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
546,tanks bos barang dah sampai.... sesuai harapan.....,5,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
547,Cukuppppppppppppppp.........  ..,3,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
548,sudah terima barang nya. tks~,5,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
549,trim gan barangnya sudah sampai,5,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
550,oke..................................,4,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
551,"barang ok, sesuai ekspektasi",5,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
552,barang sesuai pesanan. respon n layanan cepat,5,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
553,topp ... pesanan sesuai,5,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
554,Barang sdh sampai dengan baik,5,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
555,yoiyoiyoiyoiyoiyoiyoyiyoi,5,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
556,"Terima kasih
Barang sudah sampai.
Jumlah sesuai pesanan.",5,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
557,Bagusssss barangnyaaaaa rekomended reseller,4,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
558,barang sudah sampai sesuai deskripsi dalam kondisi baik . thank gan,5,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
559,"Terima kasih.
Barang sudah sampai.
Jumlah sesuai pesanan.
Packing rapih.",5,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
560,sip.......................................,5,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
