Unnamed: 0,text,rating,category,product_name,product_id,sold,shop_id,product_url,sentiment,processed_text
257,"Trima Kasih, sdh sy dtrima dgn baik..",5,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,positive,trima kasih sdh sy dtrima dgn
258,"Pengiriman Cepat, packing aman tp Isi staplesnya pada karatan semua, beli 2 box",3,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,neutral,kirim cepat packing aman tp isi staples karat beli 2 box
259,Makasih juragannnnnnnnnnnnn,5,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,positive,makasih juragannnnnnnnnnnnn
260,"Sangat Puaasss, Barang sudah di terima dengan baik",5,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,positive,puaasss barang terima
261,"Terima kasih, barang sudah diterima dengan baik",5,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,positive,terima kasih barang terima
262,paket sampai dengan cepat barang sesuai dengan gambar,4,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,positive,paket cepat barang sesuai gambar
263,"Makasih Agan Barang cepet sampai,isi mulus . recommended seller deh....next order lagi",5,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,positive,makasih agan barang cepet sampaiisi mulus recommended seller dehnext order
264,Barang ssesuai gambar dan pengirimannya cepat..,5,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,positive,barang ssesuai gambar kirim cepat
265,ini jugaaa okeeeh...,4,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,positive,jugaaa okeeeh
266,"barang cepet sampai, terima kasih.",4,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,positive,barang cepet terima kasih
267,isinya ada yg karat. produk sesuai gambar,3,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,neutral,isi yg karat produk sesuai gambar
268,refillnya ada yang karatan tapi lumayan dah,4,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,positive,refillnya karat lumayan dah
269,isi steplessnya....sdh lama ya gan ada yg sdh agak berkarat...,4,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,positive,isi steplessnyasdh ya gan yg sdh karat
270,terima kasih...  barang sudah diterima.  recommended seller...,5,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,positive,terima kasih barang terima recommended seller
271,barang dah sampe.  pengiriman cepat.,5,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,positive,barang dah sampe kirim cepat
272,"barang dah sampai.. tapi sy salah tafsir, tak pikir 10mm utk lebarnya, ternyata kecil. ya sudahlah bisa buat yg lain. thx",3,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,neutral,barang dah sy salah tafsir pikir 10mm utk lebar ya yg thx
273,siiip.......................... ;),4,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,positive,siiip
274,"respon cepat, barang sesuai. thx gan",4,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,positive,respon cepat barang sesuai thx gan
275,terima kasih barang sudah diterima dengan baik,4,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,positive,terima kasih barang terima
276,terima kasih barang sudah sampai dengan baik..  pengirimannya agak lambat. sy pesan dan bayar tgl 13/04 sampai tgl 17/04.. jakarta to jakarta..  mungkin ini efek dari hari libur nasional jumat s/d minggu atau ada hal yang lain yah?,4,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,positive,terima kasih barang kirim lambat sy pesan bayar tgl 1304 tgl 1704 jakarta to jakarta efek libur nasional jumat sd minggu yah
277,Maaf baru sempet ksh ulasan.. Brg udh diterima 2 hari yg lalu.. Mksh yaa.. :),5,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,positive,maaf sempet ksh ulas brg udh terima 2 yg mksh yaa
278,Barang sesuai gambar... walau sedikit slow respon tp masih OK.. thx Gan,4,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm,positive,barang sesuai gambar slow respon tp ok thx gan
279,Sip gan mantap makasih ya,5,pertukangan,Stapler Gun R 23-1008F Powerful 13/4-6-8mm - Staples Tembak,487376289,8,1563,https://www.tokopedia.com/palugada/stapler-gun-r-23-1008f-powerful-13-4-6-8mm-staples-tembak,positive,sip gan mantap makasih ya
280,"Produk tidak sesuai, order prohex yg dikirim ini",2,pertukangan,Isi Staples Gun / Isi Gun Tacker Model Taiwan 6 mm x 11 mm PROHEX,185025248,118,828267,https://www.tokopedia.com/danstools/isi-staples-gun-isi-gun-tacker-model-taiwan-6-mm-x-11-mm-prohex,negative,produk sesuai order prohex yg kirim
281,"Barang oke, packing aman, proses kirim cepat. Trims",5,pertukangan,Isi Staples Gun / Isi Gun Tacker Model Taiwan 6 mm x 11 mm PROHEX,185025248,118,828267,https://www.tokopedia.com/danstools/isi-staples-gun-isi-gun-tacker-model-taiwan-6-mm-x-11-mm-prohex,positive,barang oke packing aman proses kirim cepat trims
282,Sdh diterima. Thank you.,5,pertukangan,Isi Staples Gun / Isi Gun Tacker Model Taiwan 6 mm x 11 mm PROHEX,185025248,118,828267,https://www.tokopedia.com/danstools/isi-staples-gun-isi-gun-tacker-model-taiwan-6-mm-x-11-mm-prohex,positive,sdh terima thank you
283,"Barang sdh sampai dengan selamat, packing jg rapih",4,pertukangan,Isi Staples Gun / Isi Gun Tacker Model Taiwan 6 mm x 11 mm PROHEX,185025248,118,828267,https://www.tokopedia.com/danstools/isi-staples-gun-isi-gun-tacker-model-taiwan-6-mm-x-11-mm-prohex,positive,barang sdh selamat packing jg rapih
284,"Okeh, sip, terima kasih...",4,pertukangan,Isi Staples Gun / Isi Gun Tacker Model Taiwan 6 mm x 11 mm PROHEX,185025248,118,828267,https://www.tokopedia.com/danstools/isi-staples-gun-isi-gun-tacker-model-taiwan-6-mm-x-11-mm-prohex,positive,okeh sip terima kasih
285,"Fast respon, harga murah.. good n recomended seller deh..",5,pertukangan,Isi Staples Gun / Isi Gun Tacker Model Taiwan 6 mm x 11 mm PROHEX,185025248,118,828267,https://www.tokopedia.com/danstools/isi-staples-gun-isi-gun-tacker-model-taiwan-6-mm-x-11-mm-prohex,positive,fast respon harga murah good n recomended seller deh
286,barang bagus isi 10 lumayan,4,pertukangan,Isi Staples Gun / Isi Gun Tacker Model Taiwan 6 mm x 11 mm PROHEX,185025248,118,828267,https://www.tokopedia.com/danstools/isi-staples-gun-isi-gun-tacker-model-taiwan-6-mm-x-11-mm-prohex,positive,barang bagus isi 10 lumayan
287,"Clear as described, .....Recommended Seller,....AAAA+++",5,pertukangan,Isi Staples Gun / Isi Gun Tacker Model Taiwan 6 mm x 11 mm PROHEX,185025248,118,828267,https://www.tokopedia.com/danstools/isi-staples-gun-isi-gun-tacker-model-taiwan-6-mm-x-11-mm-prohex,positive,clear as described recommended selleraaaa
288,Produk bagus dan penjual recommended,5,pertukangan,Isi Staples Gun / Isi Gun Tacker Model Taiwan 6 mm x 11 mm PROHEX,185025248,118,828267,https://www.tokopedia.com/danstools/isi-staples-gun-isi-gun-tacker-model-taiwan-6-mm-x-11-mm-prohex,positive,produk bagus jual recommended
289,okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,5,pertukangan,Isi Staples Gun / Isi Gun Tacker Model Taiwan 6 mm x 11 mm PROHEX,185025248,118,828267,https://www.tokopedia.com/danstools/isi-staples-gun-isi-gun-tacker-model-taiwan-6-mm-x-11-mm-prohex,positive,okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
290,"Thx gan pesanan udh sampe..
Recommended seller..",5,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,thx gan pesan udh sampe recommended seller
291,Terimakasih.............,5,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,terimakasih
292,Mantul fast respon kaya VR|46,5,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,mantul fast respon kaya vr46
293,"terima kasih ... barang telah diterima, semoga mantap ...akan order lagi",5,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,terima kasih barang terima moga mantap order
294,pas dengan yang saya cari ... barang bagus,5,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,pas cari barang bagus
295,Barang cocok dengan harapan ...,3,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,neutral,barang cocok harap
296,terimakasih barangnya sudah sampai...,4,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,terimakasih barang
297,"salah beli, kekecilan. kualitas lumayan lah",4,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,salah beli kecil kualitas lumayan
298,barang sesuai deskripsi..,5,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,barang sesuai deskripsi
299,mantap laah.....harga murmer.........,4,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,mantap laahharga murmer
300,sesuai deskripsi dan pengiriman cepat.,4,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,sesuai deskripsi kirim cepat
301,trimaksh brang telah sampai dgn utuh.,5,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,trimaksh brang dgn utuh
302,Lumayan... Cocok dengan harganya,4,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,lumayan cocok harga
303,mantab.......................................,5,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,mantab
304,mantap ...................................,4,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,mantap
305,"Barang sudah sampai gan, langsung ane pakai buat mbenerin kursi",5,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,barang gan langsung ane pakai mbenerin kursi
306,kiriman lama tapi sesuai pesanan,4,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,kirim sesuai pesan
307,dah sampe. makasih gan.............................,4,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,dah sampe makasih gan
308,recomended seller....thanks gan,5,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,recomended sellerthanks gan
309,pesanan sudah sampai... terima kasih....,5,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,pesan terima kasih
310,Barang diterima sesuai pesanan...thx,5,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,barang terima sesuai pesananthx
311,biar bintang yg bicara.......   ....,5,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,biar bintang yg bicara
312,OK................................................,4,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,ok
313,fast respont...best seller....,5,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,fast respontbest seller
314,Barang bagus sesuai pesanan mas thx,5,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,barang bagus sesuai pesan mas thx
315,sesuai pesanan n proses cepat pertahankan y gan,5,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,positive,sesuai pesan n proses cepat tahan y gan
316,brg sdh diterima.................,2,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun,negative,brg sdh terima
317,"Good seller, sukses selalu",5,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,good seller sukses
318,blom kpake ga ccocok ama pluru nya trnyata,3,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,neutral,blom kpake ga ccocok ama pluru nya trnyata
319,semoga awet...............,4,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,moga awet
320,terimakasih........................................................................................,3,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,neutral,terimakasih
321,Terima kasih.........,5,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,terima kasih
322,barang sesuai harga n berfungsi dengan baik.,4,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,barang sesuai harga n fungsi
323,pesanan sesuai dengan gambar pengiriman cepat makasih..,4,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,pesan sesuai gambar kirim cepat makasih
324,"thnks gan,barang sesuai foto,,,mudah2han awet nih,,,blm coba karna blm ada isinya,,=)",5,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,thnks ganbarang sesuai fotomudah2han awet nihblm coba karna blm isi
325,"barang sdh sampai, belum dicoba semoga bisa pakai dan awet. thank u seller",5,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,barang sdh coba moga pakai awet thank u seller
326,"barang sudah sampai, bagus packing rapi",4,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,barang bagus packing rapi
327,"Barang sesuai gambar, barang bagus, murah tapi tidak murahan",4,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,barang sesuai gambar barang bagus murah murah
328,barang sdh ditrima dan berfungsi...manteb gan,5,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,barang sdh ditrima berfungsimanteb gan
329,thanks...thanks...thanks...thanks,4,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,thanksthanksthanksthanks
330,Sesuau dengan pesanan semoga awet. Thx...,5,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,sesuau pesan moga awet thx
331,Barang sesuai pesanan.. mantapp...,5,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,barang sesuai pesan mantapp
332,bngung ini isi staples tembak nya ukuran nomer berapa ya,4,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,bngung isi staples tembak nya ukur nomer ya
333,barang sudah sampai.. dan barang OK. terima kasih,4,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,barang barang ok terima kasih
334,"Sesuai gambar, sesuai kualitas dengan harga",3,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,neutral,sesuai gambar sesuai kualitas harga
335,Alat bagus berjalan normal bahannya bagus pelayanan ok...,5,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,alat bagus jalan normal bahan bagus layan ok
336,siiip barang dah nyampai....... tengkyu,5,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,siiip barang dah nyampai tengkyu
337,mantap sampai dengan aman gan.............................,5,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,mantap aman gan
338,"Thanks bgt yaa say
suka bgt sama barang nyaa sesuai dan good QUALITY",5,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,thanks bgt yaa say suka bgt barang nyaa sesuai good quality
339,Brg sudah sampai... Kualitas brg sesuai harga.. thanks..,5,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,brg kualitas brg sesuai harga thanks
340,Bad response...ga ada jawaban setiap di tanya..sangat sangat silent seller,3,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,neutral,bad responsega tanyasangat silent seller
341,tks.....................................,4,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,tks
342,respon kurang cepat.lain kali respon agak cepat.thanks,3,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,neutral,respon cepatlain kali respon cepatthanks
343,Bagus .... pengiriman ok .... rekomen,5,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,bagus kirim ok rekomen
344,barang sesuai pesanan mantafffffffff,4,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,barang sesuai pesan mantafffffffff
345,"super ..
ga ribet,cepet,ga perlu nanya ada stok atau ga,saya langsung order .proses,sehari sampe ..
mantap..
barang murah tapi ga murahan..
joss
recommended seller",5,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,super ga ribetcepetga nanya stok gasaya langsung order prosessehari sampe mantap barang murah ga murah joss recommended seller
346,"sesuai dengan pesanan, sangat berguna",4,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,sesuai pesan guna
347,bagus dan cepat sampai barang nya oke,5,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,bagus cepat barang nya oke
348,barang sudah sampai.terimakasih  next time order lagi,5,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,barang sampaiterimakasih next time order
349,makasih ya.... kiriman dah sampe,4,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,positive,makasih ya kirim dah sampe
350,"ya lumayanlah buat dekorasi semoga awet ya,",3,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,neutral,ya lumayan dekorasi moga awet ya
351,Harap informasi isi staples yg bagaimanakah yg cocok?,3,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu,neutral,harap informasi isi staples yg yg cocok
352,Okelahh..sesuai dgn deskripsi,5,pertukangan,"Staples Gun Tembak/Rapide Staples Ergonomic R23 &#40;Interior, Jok, Sofa&#41;",294533485,162,3442590,https://www.tokopedia.com/starplaza/staples-gun-tembak-rapide-staples-ergonomic-r23-interior-jok-sofa,positive,okelahhsesuai dgn deskripsi
353,Puas................. thx,5,pertukangan,"Staples Gun Tembak/Rapide Staples Ergonomic R23 &#40;Interior, Jok, Sofa&#41;",294533485,162,3442590,https://www.tokopedia.com/starplaza/staples-gun-tembak-rapide-staples-ergonomic-r23-interior-jok-sofa,positive,puas thx
354,"Produk sesuai deskripsi, foto 
Packing,pengiriman,RapiCepat, mantap
Sukses selalu
Terimakasih",5,pertukangan,"Staples Gun Tembak/Rapide Staples Ergonomic R23 &#40;Interior, Jok, Sofa&#41;",294533485,162,3442590,https://www.tokopedia.com/starplaza/staples-gun-tembak-rapide-staples-ergonomic-r23-interior-jok-sofa,positive,produk sesuai deskripsi foto packingpengirimanrapicepat mantap sukses terimakasih
355,"Cepet bgt nyampe order yg 4hari,,,1hari udah sampe👍👍👍👍👍",5,pertukangan,"Staples Gun Tembak/Rapide Staples Ergonomic R23 &#40;Interior, Jok, Sofa&#41;",294533485,162,3442590,https://www.tokopedia.com/starplaza/staples-gun-tembak-rapide-staples-ergonomic-r23-interior-jok-sofa,positive,cepet bgt nyampe order yg 4hari1hari udah sampe
